,Title,Price,Address,Bathroom,Room,Furnished,Pet Allowed,Postal Code
511,Studio St-Laurent/Fleury immeuble tranquille,$585.00,10231 St-Laurent H3L2N6 Montréal QC,1,1 1/2,Non,Non,
512,Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,2 1/2,Non,Unknown,
513,2 bedrooms 41/2 townhouse maison de ville Westmount May June,$1950.00,1750 cedar Montreal QC H3G 1A3,1,4 1/2,Non,Non,H3G 1A3
514,studio bachelor 1 1/2 Downtown Westmount condo new May June,$1395.00,1750 cedar Montreal QC H3G 1A3,1,2 1/2,Non,Non,H3G 1A3
515,one bedroom 3 1/2 Westmount Downtown adj May June 2019,$1395.00,1750 cedar Montreal QC H3G 1A3,1,3 1/2,Non,Non,H3G 1A3
516,2 bedrooms chambres Downtown Centre Ville McGill DECEMBER,$1695.00,1530 DR PENFIELD Montreal QC H3G 1C1,2,4 1/2,Non,Non,H3G 1C1
517,Westmount adj Downtown 2 bedrooms 2 bathrooms DECEMBER,$1995.00,4840 Chemin de la Cote Saint Luc Montreal QC H3W 2H1,2,4 1/2,Non,Non,H3W 2H1
518,Downtown Vieux-Montreal 2 3 bedrooms 4 1/2 51/2 Centre Ville,$2495.00,221 Saint Jacques Montreal QC H2Y 1M6,1,4 1/2,Oui,Non,H2Y 1M6
519,Westmount adj Downtown 3 bedrooms 2 bathrooms JANUARY 2019,$2695.00,4840 Chemin de la Cote Saint Luc Montreal QC H3W 2H1,2,5 1/2,Non,Unknown,H3W 2H1
520,Downtown Centre Ville1 bedroom chambre Westmount adj NOVEMBER,$1295.00,3555 Atwater Montreal QC H3H 1Y3,1,3 1/2,Non,Non,H3H 1Y3
521,Westmount 31/2 3 1/2 one une room chambre STARTING MARCH 2019,$1095.00,4400 sainte catherine ouest Montreal QC H3Z 1R3,1,3 1/2,Non,Non,H3Z 1R3
522,Montréal-Nord - 31/2 à louer,$Surdemande, Montréal-Nord H1G3W3 QC,1,3 1/2,Non,Unknown,
523,PENTHOUSE 3 bd 3ch Saint Laurent,$2999.00,135 PLACE COTE VERTU Saint Laurent QC H4N 1G4,3,5 1/2,Non,Unknown,H4N 1G4
524,3 1/2 NAVARIN À VILLE ST. LAURENT à coté du métro CÔTE- VERTU,$945.00,990 SAINT FRANCOIS XAVIER Saint Laurent QC H4L 5E7,1,3 1/2,Non,Non,H4L 5E7
525,Fully Furnished Loft In The Heart Of Plateau: 3 Month Rental,$1695.00,4517 Avenue de l'Hôtel-de-Ville Montréal QC H2T 2A8 Canada,1,2 1/2,Oui,Oui,H2T 2A8
526,Le Président 4 1/2 CDN Adj.Centre Ville Wesmount,$1575.00,Un Logement pour tous vos besoins Montreal QC H3V 1C8,2,4 1/2,Non,Oui,H3V 1C8
527,PIERREFONDS / KIRKLAND - 1-2 Bedrooms ALL INCLUDED,$780.00,4875 des Erables Pierrefonds QC H9J 2W4,1,2 1/2,Non,Non,H9J 2W4
528,1 Bedroom in Downtown | Pet Friendly Onsite Laundry and more!,$1449.00,2121 Saint Mathieu Montreal QC H3H 2J3,1,2 1/2,Non,Oui,H3H 2J3
529,Vieux-Port Montréal Nouveau Condo/Appartement à louer-2 chambres,$2150.00,650 rue Wellington Montreal QC H3C 1T3,1,4 1/2,Non,Oui,H3C 1T3
530,3 1/2 métro Cote Vertu tout inclus chauffage électrique/,$925.00,1300 Côte Vertu SAINT LAURENT QC H4L 1Y9,1,3 1/2,Non,Non,H4L 1Y9
531,3 1/2 3.5 LAFRAMBOISE Saint-Laurent Montreal Piscine,$1045.00,55 Laframboise Saint-Laurent QC H4N 1P2,1,3 1/2,Non,Unknown,H4N 1P2
532,1 one bedroom condo new neuf à louer Saint-Léonard,$960.00,9430 Lacordaire Saint-Léonard QC H1R 3N3,1,3 1/2,Non,Unknown,H1R 3N3
533,2 bedrooms 41/2 to for rent condo neuf Saint Leonard,$1160.00,9430 Lacordaire Saint-Léonard QC H1R 3N3,1,4 1/2,Non,Unknown,H1R 3N3
534,2 1/2 2.5 SAPHIR II Saint Laurent Piscine Gym cour arrière,$895.00,135 PLACE COTE VERTU Saint Laurent QC H4N 1G4,1,2 1/2,Non,Unknown,H4N 1G4
535,51/2Apprtement a louer,$1150.00,9185 Rue Périnault Saint-Léonard QC H1P 2L6 Canada,1,5 1/2,Non,Non,H1P 2L6
536,2 BR condo -Mcgill ghetto: Furnished for now,$95.00, MONTREAL h2x1t6 QC Canada,1,4 1/2,Oui,Non,
537,Renavated 3 bedroom Upper Duplex Apartment! 2 Bathrooms,$1500.00,104 Avenue Westminster N Montréal-Ouest QC H4X 1Z4 Canada,2,5 1/2,Oui,Unknown,H4X 1Z4
538,Renovated 5 1/2 apartment in Pierrefonds. Available December 1st,$1600.00,15043 Boul Gouin O Sainte-Geneviève QC H9H 1B4 Canada,2,5 1/2,Non,Non,H9H 1B4
539,Merveilleux logement à louer à Villeray disponible décembre,$800.00,1075 rue mistral montreal QC H2P 1S3,1,3 1/2,Non,Unknown,H2P 1S3
540,3 1/2 avec chambre fermée tout meublé,$1495.00,4270 Rue De Bullion Plateau Mont-Royal Le Plateau-Mont-Royal (Montréal) QC H2W 2E7,1,3 1/2,Oui,Non,H2W 2E7
541,Plateau Mont Royal Studio (1.5) Meublé & Équipé B1,$1195.00,4270 Rue De Bullion Plateau Mont-Royal Le Plateau-Mont-Royal (Montréal) QC H2W 2E7,1,1 1/2,Unknown,Non,H2W 2E7
542,Plateau Mont Royal Studio (1.5) Meublé & Équipé B1,$1195.00,4270 Rue De Bullion Plateau Mont-Royal Le Plateau-Mont-Royal (Montréal) QC H2W 2E7,1,1 1/2,Unknown,Non,H2W 2E7
543,Condo à louer 3 1/2 Metro Snowdon,$1395.00,H3W1X4 Canada,1,3 1/2,Oui,Non,
544,Logement Moderne Spatieux Lumineux Construit Neuf !,$2400.00,9842 Rue Chambord Montréal QC H2C 2P9 Canada,1,5 1/2,Oui,Non,H2C 2P9
545,Appartement Condo. 4 1/2. Ville Saint Laurent. Tours Bois Franc.,$1650.00,1300 Boulevard Alexis-Nihon Saint-Laurent QC H4R Canada,1,4 1/2,Oui,Non,
546,Metro Papineau small basement studio all included wifi free,$635.00,Rue Dorion Montréal QC H2K 4A1 Canada,1,1 1/2,Oui,Non,H2K 4A1
547,Bachelor 3 et demi à louer dans Ahuntsic,$525.00,9578a Rue St-Hubert Montréal QC H2M 1Z2 Canada,1,3 1/2,Non,Non,H2M 1Z2
548,3 ½ disponible maintenant,$849.00,3501 Chemin de la Cote Ste-Catherine H3T 1Z8 Montréal QC,1,2 1/2,Non,Unknown,H3T 1Z8
549,JOLIE CONDO,$1100.00,Les Bassins du Havre - Quai 1 1548 Rue Basin #1548 Montréal QC H3C 0L4 Canada,2,3 1/2,Oui,Oui,H3C 0L4
550,Plateau Mont-Royal 1 MONTH FREE A LOUER 2 CHAMBRES. TRES BEAU,$2250.00,4485 Avenue de l'hotel de Ville Montreal QC H2W 2H6,2,6 1/2,Non,Unknown,H2W 2H6
551,Condo to rent - Montréal downtown,$2850.00,1585 Avenue du Docteur-Penfield Montréal QC H3G 1C6 Canada,1,4 1/2,Non,Non,H3G 1C6
552,Le Quartet - Piscine extérieure - Grands appartements rénovés,$750.00,95 Boulevard Deguire Saint-Laurent QC H4N 1N5 Canada,1,3 1/2,Non,Non,H4N 1N5
553,Brand new (Exalto )4 1/2 for rent .195 rue peel Griffintown,$1600.00,195 Peel h3C0T1 Griffintown. Montreal QC,1,4 1/2,Non,Non,
554,Spacious 2 Bedroom + Den Rental in Griffintown,$2495.00,305 de la Montagne Street Montreal QC H3C 0R6,2,5 1/2,Non,Oui,H3C 0R6
555,JOLIE CONDO,$1100.00,Les Bassins du Havre - Quai 1 1548 Rue Basin #1548 Montréal QC H3C 0L4 Canada,2,3 1/2,Oui,Oui,H3C 0L4
556,Appartement / logement / montréal / 2 1/2 / 565$ tout compris,$565.00,8498 st-andré Montréal H2P 1Y8 QC,1,2 1/2,Non,Unknown,H2P 1Y8
557,Recherche condo/apt 3 1/2,$900.00, Montreal H4v4v4 QC Canada,1,3 1/2,Oui,Unknown,
558,Grand 5 1/2 murs de briques rénové 6 électros inclus,$1295.00, Montréal H1W 1W6 QC Canada,1,5 1/2,Non,Unknown,H1W 1W6
559,Condo moderne 4 ½ - Animaux OK – Ville Marie – Proche métro,$1400.00,1870 Avenue des Érables Montréal QC H2K 0A6 Canada,1,4 1/2,Non,Oui,H2K 0A6
560,Hotel style rooms from $400 free wifi free parking,$400.00,Rue Georges Saint-Hubert QC J4T 1V8 Canada,1,1 1/2,Oui,Non,J4T 1V8
561,Recherché :URGENT: 3 1/2 Near metro preferred. For Nov 26. or Dec 1 ~850,$Surdemande, montreal H3G 1T4 QC Canada,1,2 1/2,Non,Unknown,H3G 1T4
562,Recherché :Wanted - Appartement 2 1/2 ou 3 1/2 tout inclus tout meublé,$900.00, montreal h2z0a3 QC Canada,1,2 1/2,Oui,Unknown,
563,Recherché :Recherche condo/apt 3 1/2,$900.00,H4v2v4 Montreal H4v2v4 QC Canada,1,3 1/2,Oui,Unknown,
564,Bachelor a louer à ville Lasalle,$440.00, ville Lasalle H8R 2V3 QC Canada,1,1 1/2,Oui,Non,H8R 2V3
565,Beau 5 1/2 Villeray lumineux grandeTerrasse bien isolé,$1250.00,Rue Marquette Montréal QC H2E 2C8 Canada,1,5 1/2,Non,Non,H2E 2C8
566,2 CAC meublées / 2 bedroom furnished,$2500.00,4858 Cote des Neiges Montreal QC H3V 1G8,2,4 1/2,Oui,Unknown,H3V 1G8
567,1 bedroom fully furnished/1 chambre tous meubler,$1800.00,4858 Cote des Neiges Montreal QC H3V 1G8,1,2 1/2,Oui,Unknown,H3V 1G8
568,Appartement sur 2 étages/2-floor - parfait pour une famille!,$1950.00,4858 Cote des Neiges Montreal QC H3V 1G8,2,4 1/2,Non,Unknown,H3V 1G8
569,Studio with a VIEW Côte-des-Neiges,$975.00,4858 Cote des Neiges Montreal QC H3V 1G8,1,2 1/2,Non,Oui,H3V 1G8
570,Appartement 3 1/2 Côte-des-Neiges,$1280.00,4858 Cote des Neiges Montreal QC H3V 1G8,1,3 1/2,Non,Oui,H3V 1G8
571,Magnifique Appartement Penthouse signé SID LEE,$2350.00,4858 Cote des Neiges Montreal QC H3V 1G8,2,4 1/2,Non,Unknown,H3V 1G8
572,Grand 4 ½ à Côte-des-Neiges,$1925.00,4858 Cote des Neiges Montreal QC H3V 1G8,1,4 1/2,Non,Unknown,H3V 1G8
573,3 1/2 rue Aird métro Viau p/f chauff. + eau chaude 700$,$700.00,2555 Aird Montreal QC H1V 2W8,1,3 1/2,Non,Non,H1V 2W8
574,4½ MÉTRO VIAU P/F CHAUFF + EAU CH INLCUS 860$,$860.00,2555 Aird Montreal QC H1V 2W8,1,4 1/2,Non,Non,H1V 2W8
575,3 1/2 NAVARIN À VILLE ST. LAURENT à coté du métro CÔTE- VERTU,$945.00,990 SAINT FRANCOIS XAVIER Saint Laurent QC H4L 5E7,1,3 1/2,Non,Non,H4L 5E7
576,DDO - IMMEDIATE - 1 BDRM & STUDIO AVAILABLE,$725.00,4450 des Sources Dollard des Ormeaux QC H8Y 3B8,1,2 1/2,Non,Non,H8Y 3B8
577,Westmount 31/2 3 1/2 one une room chambre STARTING MARCH 2019,$1095.00,4400 sainte catherine ouest Montreal QC H3Z 1R3,1,3 1/2,Non,Non,H3Z 1R3
578,BEAU 31/2 RENOVÉ PRÉS DE MÉTRO CADILLAC À PARTIR DU SEPTEMBRE,$845.00,3280 DE LA PÉPINIÈRE MONTREAL QC H1N 3N4,1,3 1/2,Non,Non,H1N 3N4
579,Beau grand 3 1/2 rénové dans Rosemont Petite Patrie disponible,$800.00,Rue Bélanger près Sagard H2g1e5 Montreal QC,1,3 1/2,Non,Non,
580,4½ MÉTRO VIAU P/F CHAUFF + EAU CH INLCUS 860$,$860.00,2555 Aird Montreal QC H1V 2W8,1,4 1/2,Non,Non,H1V 2W8
581,Beautiful condo Atwater market fully furnished,$1950.00,H4C2L1 Canada,1,4 1/2,Oui,Unknown,
582,Condo Lowney Centre-Ville à Louer,$1450.00,400 Rue de l'Inspecteur Montréal QC H3C 2K5 Canada,1,3 1/2,Oui,Non,H3C 2K5
583,4 1/2 à louer près du métro Monk,$850.00,6622 D'Aragon H4E3B3 Montréal QC,1,4 1/2,Non,Non,
584,4 1/2 apts à louer Métro Langelier,$775.00, Montréal H1N2Y7 QC Canada,1,4 1/2,Non,Non,
585,Échange 3 1/2 dans petite patrie contre plus grand,$616.00,Rue de Normanville Montréal QC H2S 2B6 Canada,1,3 1/2,Non,Oui,H2S 2B6
586,Appartement Condo. 3 1/2. Ville Saint Laurent. Tours Bois Franc.,$1200.00,1300 Boulevard Alexis-Nihon Saint-Laurent QC H4R Canada,1,2 1/2,Oui,Unknown,
587,Ahuntsic 4 et 1/2 avec 2 chambres fermées wifi,$1150.00,montreal Canada,1,4 1/2,Oui,Non,
588,Appartement 3 1/2 en location à partir du 1er décembre,$650.00,667 7e avenue H8s 2Z9 Lachine QC,1,3 1/2,Non,Non,
589,rénové grand 4 1/2 - Rosemont-Viau and Assomption metro,$1326.00,5199 Sherbrooke East Suite 3361 Montreal QC H1T 3X2,1,4 1/2,Non,Unknown,H1T 3X2
590,3 1/2 Plateau Mont Royal (heating hot water included),$1350.00,930 St Joseph Est Montreal QC H2J 1K6,1,3 1/2,Non,Unknown,H2J 1K6
591,Renovated 1BR- Monkland Village NDG - 2 months free rent !,$1425.00,5999 Monkland Avenue Montreal QC H4A 1H1,1,3 1/2,Non,Unknown,H4A 1H1
592,4 1/2 à louer au sous-sol dans cooperative d'habitation,$585.00, Montreal H1L 3H1 QC Canada,1,4 1/2,Non,Non,H1L 3H1
593,4 ½ LACHINE LEASE TRANSFER **URGENT**/CESSATION DE BAIL **URGENT,$900.00,150 15e Avenue Lachine QC H8S 3L9 Canada,1,4 1/2,Non,Oui,H8S 3L9
594,DEMI SOUS-SOL RÉNOVÉ METRO JOLIETTE,$625.00,3895 de Rouen Maisonneuve QC H1W 1N2,1,3 1/2,Non,Non,H1W 1N2
595,PETIT LOFT TOUT INCLUS BALCON METRO MONT-ROYAL,$675.00,4530 de Brebeuf Plateau Mont-Royal QC H2J 2L3,1,2 1/2,Non,Unknown,H2J 2L3
596,Beau grand 3 1/2,$700.00, Montreal H3l2n7 QC Canada,1,3 1/2,Non,Oui,
597,Renovated 2BR- Monkland Village NDG - 2 months free rent !,$1825.00,5999 Monkland Avenue Montreal QC H4A 1H1,1,4 1/2,Non,Unknown,H4A 1H1
598,3 1/2 VILLERAY / METRO JARRY,$790.00,8270 Christophe colomb Montreal QC H2P 1X3,1,3 1/2,Non,Unknown,H2P 1X3
599,3 bedrooms 51/2 to for rent condo neuf Saint Leonard,$1460.00,9430 Lacordaire Saint-Léonard QC H1R 3N3,1,5 1/2,Non,Non,H1R 3N3
600,Wellington 3br Completely Renovated,$1600.00,3914 Rue Wellington Verdun QC H4G 1V3 Canada,1,5 1/2,Oui,Unknown,H4G 1V3
601,DDO - IMMEDIATE - 1 BDRM & STUDIO AVAILABLE,$725.00,4450 des Sources Dollard des Ormeaux QC H8Y 3B8,1,2 1/2,Non,Non,H8Y 3B8
602,Secure YOUR Short Term Stay at Campus1 MTL | January 2019,$Surdemande,420 Rue Sherbrooke O Montréal QC H3A 1B4 Canada,1,4 1/2,Oui,Non,H3A 1B4
603,Westmount adj Downtown 2 bedrooms 2 bathrooms DECEMBER,$1995.00,4840 Chemin de la Cote Saint Luc Montreal QC H3W 2H1,2,4 1/2,Non,Non,H3W 2H1
604,Parfait pour etudiants et jeunes professionnels DISPO MAINTENANT,$995.00,3429 Rue St-Andre Plateau Mont-Royal (Lower Plateau) QC H2L 3V4,1,2 1/2,Oui,Non,H2L 3V4
605,3 bedrooms 51/2 to for rent condo neuf Saint Leonard,$1460.00,9430 Lacordaire Saint-Léonard QC H1R 3N3,1,5 1/2,Non,Non,H1R 3N3
606,Pres de Gouin beau 4 et demi,$670.00, montréal-nord H1H4T8 QC Canada,1,4 1/2,Non,Non,
607,4 1/2 à louer au 5199 rue Sherbrooke Est - Village Olympique,$1297.00,5199 Sherbrooke Est Rosemont - Petite Patrie QC H1T 3X3,1,4 1/2,Non,Unknown,H1T 3X3
608,Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L 2P7,1,2 1/2,Non,Unknown,H3L 2P7
609,3 1/2 ESt du Pleatue . $680. Txt/Tel 514-562-2801,$680.00,3010 Boulevard Saint-Joseph Est Montréal QC H1Y 2B5 Canada,1,2 1/2,Non,Non,H1Y 2B5
610,• 5 1/2 Quartier Villeray 100% rénové 5 min métro Jarry libre,$2375.00,8032 St-André H2R2R4 Montréal QC,1,5 1/2,Non,Non,
611,ENTIÈREMENT MEUBLÉ 1er ÉTAGE RÉNOVÉ METRO JOLIETTE,$1000.00,2213 de Chambly Homa QC H1W 3J3,1,4 1/2,Oui,Non,H1W 3J3
612,Magnifique Grand 4 1/2 Cote-Vertu,$1400.00,350 Blv De la Cote-Vertu St-Laurent QC H4N 3M7,1,4 1/2,Non,Non,H4N 3M7
613,Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,2 1/2,Non,Unknown,
614,Rosemont-Viau Studio - Assomption metro gym-sauna-jacuzzi-pool,$888.00,5199 Sherbrooke East Suite 3361 Montreal QC H1T 3X2,1,1 1/2,Non,Unknown,H1T 3X2
615,CUISINE RÉNOVÉE BALCON NDG,$950.00,2415 Madison Notre-Dame-de-Grâce QC H4B 2T5,1,4 1/2,Non,Unknown,H4B 2T5
616,5.5 BELLECHASSE PRÈS L hop MAISONNEUVE -R RENOVE LIBRE,$1200.00, H1T 2A8 H1T 2A8 QC,1,5 1/2,Non,Non,H1T 2A8
617,3 1/2 3.5 SAPHIR II Saint Laurent Piscine Gym cour arrière,$950.00,135 PLACE COTE VERTU Saint Laurent QC H4N 1G4,1,3 1/2,Non,Non,H4N 1G4
618,Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,2 1/2,Non,Unknown,
619,Apartment st henri/ Atwater market,$1600.00,137 Rue Rose-de-Lima Montréal QC H4C 2L1 Canada,1,4 1/2,Oui,Oui,H4C 2L1
620,4 1/2 - Occupation Immédiate - Mois gratuit - Free Month,$995.00,455 Boulevard Marcel-Laurin Saint-Laurent QC H4M 2L8 Canada,1,4 1/2,Non,Non,H4M 2L8
621,Beau grand condo de 4.5 avec un balcon/Brand-new large 41/2,$Surdemande,5720 Chemin Upper Lachine Montréal QC H4A 2B2 Canada,1,4 1/2,Non,Unknown,H4A 2B2
622,""" Decembre / Janvier"" 4 1/2 RENOVE - METRO JARRY - VILLERAY",$950.00,8270 Christophe colomb Montreal QC H2P 1X3,1,4 1/2,Non,Unknown,H2P 1X3
623,>>>>>>>>>✅✅$1000 BUY HOME - NO BANK NEEDED - RENT TO OWN - HOUSE,$999.00,Cérès Québec Canada,1,5 1/2,Non,Non,
624,6 1/2 Marche Jean-Talon à sous-louer (Jan-Juillet/Aout 2019),$1600.00, Montreal h2r1y1 QC Canada,2,6 1/2,Oui,Unknown,
625,LOUER 3 1/2 POUR 1er DÉCEMBRE 2018 Villes St-Laurent,$815.00,1615 jules-poitras St-Laurent H4N 1Z2 QC,1,3 1/2,Non,Non,H4N 1Z2
626,Brand new (Exalto )4 1/2 for rent .195 rue peel Griffintown,$1600.00,195 Peel h3C0T1 Griffintown. Montreal QC,1,4 1/2,Non,Non,
627,STEPS TO CONCORDIA! Beautifully Renovated Open Concept,$1195.00,1226-1230 Rue du Fort Ville-Marie (Concordia District) QC H3H 2B3,1,2 1/2,Non,Non,H3H 2B3
628,rosemont/cote des neiges/villeray/ahuntsic/ mtl nord/cartiervill,$525.00, h2r2e4 montreal QC Canada,1,4 1/2,Non,Non,
629,Fully Furnished Loft In The Heart Of Plateau: 3 Month Rental,$1695.00,4517 Avenue de l'Hôtel-de-Ville Montréal QC H2T 2A8 Canada,1,2 1/2,Oui,Oui,H2T 2A8
630,Spacious 11/2 downtown ALL INCUDED/spacieux 11/2 au centre-ville,$865.00,1225 Rue Saint-Marc Montréal QC H3H 2E7 Canada,1,1 1/2,Non,Non,H3H 2E7
631,Exalto - 3 1/2 - 14th floor - 603 sqft + indoor parking,$1750.00,195 Rue Peel Montréal QC H3C 2G6 Canada,1,3 1/2,Non,Non,H3C 2G6
632,4 1/2 apartment for rent in NDG,$1150.00,5475 Avenue Rosedale Montréal QC H4V 2H8 Canada,1,4 1/2,Non,Non,H4V 2H8
633,3 1/2 apartment for rent on Fielding,$800.00,6890 Av Fielding Montréal QC H4V 1P2 Canada,1,2 1/2,Non,Non,H4V 1P2
634,grand 2 pièces près Bombardier,$670.00,Rue Lafrance Saint-Laurent QC H4R 1H3 Canada,1,2 1/2,Non,Non,H4R 1H3
635,COMPLÈTEMENT RÉNOVÉ FACE AU PARC PISCINE METRO VILLA-MARIA,$975.00,5455 de Terrebonne Côte-des-Neiges QC H4A 3R5,1,3 1/2,Non,Non,H4A 3R5
636,3 1/2 à louer au 2250 rue Guy Montréal,$1200.00,2250 rue Guy Centre-Ville QC H3H 2M3,1,3 1/2,Non,Unknown,H3H 2M3
637,1 ½ - WIFI - Plateau McGill Univ TOUT-INCLUS,$850.00,3601 rue Sainte-Famille Montréal QC H2X 2L6,1,1 1/2,Non,Oui,H2X 2L6
638,EN FACE DU PARC PISCINE SAUNA METRO VILLA-MARIA,$1295.00,5455 de Terrebonne Côte-des-Neiges QC H4A 3R5,1,4 1/2,Non,Non,H4A 3R5
639,2e ÉTAGE RÉNOVÉ STATIONNEMENT POINTES-AUX-TREMBLES,$760.00,15566 Notre-Dame Est Pointes-aux-Trembles QC H1A 1X1,1,4 1/2,Non,Non,H1A 1X1
640,Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,2 1/2,Non,Unknown,
641,COQUET STUDIO TOUT INCLUS TERRASSE GYM METRO DE L’EGLISE VE,$945.00,3960 Wellington Verdun QC H4G 1V3,1,2 1/2,Non,Oui,H4G 1V3
642,studio condo new neuf à louer Saint-Léonard,$860.00,9430 Lacordaire Saint-Léonard QC H1R 3N3,1,1 1/2,Non,Non,H1R 3N3
643,Recherché :looking for a 51/2 to rent or 41/2 bottom,$Surdemande, montreal h4h2e6 QC Canada,1,5 1/2,Non,Non,
644,3 1/2 À LOUER,$620.00,7785 Avenue Blaise-Pascal Montréal QC H1E 3B9 Canada,1,3 1/2,Non,Non,H1E 3B9
645,4 1/2 METRO H-BOURASSA 4 1/2rénove DECEMBRE WI-FI,$885.00,1725 HENRI BOURASSA EST H2C1J5 MONTREAL QC,1,4 1/2,Oui,Non,
646,Libre ou 1er déc: Studio MTL-NORD + 2 électros + charges incl.,$620.00,Rue Forest Montréal-Nord QC H1H 2N3 Canada,1,1 1/2,Oui,Oui,H1H 2N3
647,PLATEAU Magnifique 6 1/2 au 3ième à 3 min. du Métro Laurier!,$1560.00,5233 Rue Saint-Denis Montréal QC H2J 2M1 Canada,1,6 1/2,Non,Non,H2J 2M1
648,Superbe condo 4 ½ sur le plateau avec GARAGE,$1500.00,5208 Henri Julien H2T 2E5 Montreal QC,1,4 1/2,Non,Unknown,H2T 2E5
649,Superbe 4½ rénové NDG métro Côte-Sainte-Catherine / Snowdon,$1550.00,Avenue Trans Island Montréal QC H3W 3B3 Canada,1,4 1/2,Non,Unknown,H3W 3B3
650,Condo à louer -Canal Lachine- 2 chambres- DISPONIBLE-,$1415.00,5180 Rue Philippe-Lalonde Montréal QC H4C 0B2,1,4 1/2,Non,Non,H4C 0B2
651,Secure YOUR Short Term Stay at Campus1 MTL | January 2019,$Surdemande,420 Rue Sherbrooke O Montréal QC H3A 1B4 Canada,1,4 1/2,Oui,Non,H3A 1B4
652,STUNNING 2 BEDROOM + MEZZANINE PH SUITE AVAILABLE IN Montreal,$4750.00,1009 Rue De Bleury Montreal QC H2Z 0A3,2,4 1/2,Non,Oui,H2Z 0A3
653,Brand new (Exalto )4 1/2 for rent .195 rue peel Griffintown,$1600.00,195 Peel h3C0T1 Griffintown. Montreal QC,1,4 1/2,Non,Non,
654,rosemont/cote des neiges/villeray/ahuntsic/ mtl nord/cartiervill,$525.00, h2r2e4 montreal QC Canada,1,4 1/2,Non,Non,
655,Charmant 4 1/2 Rivière des Prairies,$680.00,René-Descartes H1E 3N2 Montréal QC,1,4 1/2,Non,Non,H1E 3N2
656,4 1/2 à sous-louer,$680.00,Montreal QC Canada,1,4 1/2,Oui,Oui,
657,PLATEAU!,$495.00, Montreal H2t1s1 QC Canada,1,1 1/2,Oui,Non,
658,Ahuntsic 8940B Chateaubriand joli 2 1/2 ouvert style loft,$625.00,8940 Avenue De Chateaubriand Montréal QC H2M 1X7 Canada,1,2 1/2,Non,Unknown,H2M 1X7
659,3 et demi meublé tout inclus 390$ par semaine,$390.00,5752 Avenue Azilda Anjou QC H1K 2Z7 Canada,1,3 1/2,Oui,Non,H1K 2Z7
660,Condo 4 1/2 très moderne stationnement intérieur semi-meublé,$Surdemande,4885 Boul Henri-Bourassa O Saint-Laurent QC H4L 0A5 Canada,1,4 1/2,Oui,Non,H4L 0A5
661,Montréal beau 4 1/2 métro H.Beaugrand,$775.00, montréal h1l2k6 QC Canada,1,4 1/2,Non,Unknown,
662,CONDO 5 1\2 NEUF + GRAND BALCON\TERRASSE D'ENVIRON 240 PI.CA.,$1090.00,9099 Rue Rousseau Montréal QC H1K 2C7 Canada,1,5 1/2,Non,Unknown,H1K 2C7
663,Apartment/Appartement METRO CDN/UdeM/HEC - Lots included,$825.00,5674 Avenue Gatineau Montréal QC H3T 1X7 Canada,1,3 1/2,Non,Unknown,H3T 1X7
664,Superbe Appartement 2 étages MEUBLÉ +ÉQUIPÉ JANVIER 2019-JUILLET,$1300.00,1609 Rue Dufresne Montréal QC H2K 3J6 Canada,1,4 1/2,Oui,Non,H2K 3J6
665,Chemin Bates et Darlington (5 1/2),$1700.00,2880 Chemin Bates Montréal QC H3S 1B1 Canada,2,5 1/2,Non,Non,H3S 1B1
666,Logement 3 1/2 a louer à Saint-Léonard,$650.00,St. Leonard QC H1P 2K7 Canada,1,2 1/2,Non,Non,H1P 2K7
667,cherche appartement 3 et ou 4 et demi,$Surdemande,9040 Boul Langelier Saint-Léonard QC H1P 3E6 Canada,1,4 1/2,Non,Non,H1P 3E6
668,Rent weekly downtown,$300.00,montreal Canada,1,1 1/2,Oui,Unknown,
669,WANTED: Studio/3 5 apartment Downtown!,$700.00, Montréal H3B 1A6 QC Canada,1,2 1/2,Non,Unknown,H3B 1A6
670,51/2 Plateau MUST SEE!,$1500.00, Montreal H2H2E6 QC Canada,1,5 1/2,Non,Unknown,
671,5 1/2 for rent,$900.00,8629 Avenue Bloomfield Montréal QC H3N 2J4 Canada,1,5 1/2,Non,Non,H3N 2J4
672,1199 Bishop Street unit 604 Downtown Montreal Apartment for Rent,$2000.00,1199 Rue Bishop Montréal QC H3G 2A9 Canada,1,1 1/2,Oui,Unknown,H3G 2A9
673,Recherché :Recherche un logement de 11 février,$550.00,Rue Sauvé E Montréal QC H3L 2G3 Canada,1,3 1/2,Non,Non,H3L 2G3
674,Grand 4 1\2 meublé près du métro cadillac propre et tout inclus,$900.00,6205 Rue de Jumonville Montréal QC H1M 1R7 Canada,1,4 1/2,Oui,Non,H1M 1R7
675,Le Quartet - Piscine extérieure - Grands appartements rénovés,$750.00,95 Boulevard Deguire Saint-Laurent QC H4N 1N5 Canada,1,3 1/2,Non,Non,H4N 1N5
